,index,contribution_id,features,personId,pred,pred_conf
1268,1268,58e1f653e4d2db0100248e62,"Mary  Rensel cleveland clinic cleveland, oh Neurology General,Women,Nervous System Diseases,Topic: Neurology Neurology General,Women,Nervous System Diseases,Topic: Neurology Neurology General Women Nervous System Diseases Topic: Neurology",49113,49113,0.0
1269,1269,58e1f6c1e4d2db0100248eba,"Jerry S Wolinsky ut health mcgovern medical school houston, tx Receptor/Pathway,Pediatric Multiple Sclerosis,Pathophysiology,Central Nervous System Diseases,Multiple Sclerosis (MS),Pathogenesis,Pediatrics,Mode of Disease,Topic: Neurology,Pediatric Neurology,CNS Demyelinating Autoimmune Diseases,Research,Nervous System Diseases Receptor/Pathway,Pediatric Multiple Sclerosis,Pathophysiology,Central Nervous System Diseases,Multiple Sclerosis (MS),Pathogenesis,Pediatrics,Mode of Disease,Topic: Neurology,Pediatric Neurology,CNS Demyelinating Autoimmune Diseases,Research,Nervous System Diseases Receptor/Pathway Pediatric Multiple Sclerosis Pathophysiology Central Nervous System Diseases Multiple Sclerosis (MS) Pathogenesis Pediatrics Mode of Disease Topic: Neurology Pediatric Neurology CNS Demyelinating Autoimmune Diseases Research Nervous System Diseases",1300152179112,1300152179112,0.0
1270,1270,58e200243778ed0100fc08e2,"Jun  Liang china Gastric Cancer - Drugs,Cancer Immuno Monotherapy,Cancer Drugs [All],Gastrointestinal Cancers,Oncology - Drugs,Gastric Cancer- Immunotherapies,Systemic Cancer Therapy,Gastrointestinal Cancers [All],Oncology General,Gastric Cancer [All],Cancer Therapy,Cancer Treatment/Therapy General,Immunotherapies General,Gastric Cancer,Solid Tumors plus Hemato-Onc [All],Abdominal Surgery,Topic: Gastroenterology,Topic: Solid Tumors,Cancer Immunotherapy Gastric Cancer - Drugs,Cancer Immuno Monotherapy,Cancer Drugs [All],Gastrointestinal Cancers,Oncology - Drugs,Gastric Cancer- Immunotherapies,Systemic Cancer Therapy,Gastrointestinal Cancers [All],Oncology General,Gastric Cancer [All],Cancer Therapy,Cancer Treatment/Therapy General,Immunotherapies General,Gastric Cancer,Solid Tumors plus Hemato-Onc [All],Abdominal Surgery,Topic: Gastroenterology,Topic: Solid Tumors,Cancer Immunotherapy Gastric Cancer - Drugs Cancer Immuno Monotherapy Cancer Drugs [All] Gastrointestinal Cancers Oncology - Drugs Gastric Cancer- Immunotherapies Systemic Cancer Therapy Gastrointestinal Cancers [All] Oncology General Gastric Cancer [All] Cancer Therapy Cancer Treatment/Therapy General Immunotherapies General Gastric Cancer Solid Tumors plus Hemato-Onc [All] Abdominal Surgery Topic: Gastroenterology Topic: Solid Tumors Cancer Immunotherapy",Match_CN_2_001_Match-127,Match_CN_2_001_Match-127,0.0
1271,1271,58e20213e4d2db0100249432,Jin  Li china   ,CHtr_001_4546,CHtr_001_4546,0.0
1272,1272,58e211b0713d9f0100484786,"A.  Khalil aarhus university hospital Oncology General,Radiotherapy General,Lung Cancer,Cancer Therapy,Cancer Radiotherapy,Topic: Solid Tumors,Topic: Respiratory,Thoracic Cancers,Lung Cancer - Radiotherapy,Solid Tumors plus Hemato-Onc [All],Thoracic Cancers [All],Lung Cancer [All],Cardiothoracic Radiology Oncology General,Radiotherapy General,Lung Cancer,Cancer Therapy,Cancer Radiotherapy,Topic: Solid Tumors,Topic: Respiratory,Thoracic Cancers,Lung Cancer - Radiotherapy,Solid Tumors plus Hemato-Onc [All],Thoracic Cancers [All],Lung Cancer [All],Cardiothoracic Radiology Oncology General Radiotherapy General Lung Cancer Cancer Therapy Cancer Radiotherapy Topic: Solid Tumors Topic: Respiratory Thoracic Cancers Lung Cancer - Radiotherapy Solid Tumors plus Hemato-Onc [All] Thoracic Cancers [All] Lung Cancer [All] Cardiothoracic Radiology",1300152128113,1300152128113,0.0
1273,1273,58e21fee713d9f0100484f6e,"Werner  Jung academic hospital villingen-schwenningen, villingen-schwenningen, germany Patients,Health Patients,Health Patients Health",1300152212113,1300152212113,0.0
1274,1274,58e25b319a50490100717e3d,"Harry L. A. Janssen canada Infections / Pathogens,Abdominal Surgery,Topic: Gastroenterology,Viral Infections,Hepatitis B,Topic: Hepatology,Topic: Infections,Care/Nursing Infections / Pathogens,Abdominal Surgery,Topic: Gastroenterology,Viral Infections,Hepatitis B,Topic: Hepatology,Topic: Infections,Care/Nursing Infections / Pathogens Abdominal Surgery Topic: Gastroenterology Viral Infections Hepatitis B Topic: Hepatology Topic: Infections Care/Nursing",1300152178112,1300152178112,0.96
1275,1275,58e25b47dbee1601001bce8a,"Harry L. A. Janssen canada Topic: Gastroenterology,Care/Nursing,Hepatitis B,Infections / Pathogens,Topic: Infections,Topic: Hepatology,Abdominal Surgery,Viral Infections Topic: Gastroenterology,Care/Nursing,Hepatitis B,Infections / Pathogens,Topic: Infections,Topic: Hepatology,Abdominal Surgery,Viral Infections Topic: Gastroenterology Care/Nursing Hepatitis B Infections / Pathogens Topic: Infections Topic: Hepatology Abdominal Surgery Viral Infections",1300152178112,1300152178112,0.96
1276,1276,58e25b749a50490100717e55,"Harry L. A. Janssen canada Viral Infections,Topic: Hepatology,Clinical Outcome,Topic: Gastroenterology,Health,Abdominal Surgery,Infections / Pathogens,Health Outcomes,Care/Nursing,Efficacy/Effectiveness General,Hepatitis B,Topic: Infections Viral Infections,Topic: Hepatology,Clinical Outcome,Topic: Gastroenterology,Health,Abdominal Surgery,Infections / Pathogens,Health Outcomes,Care/Nursing,Efficacy/Effectiveness General,Hepatitis B,Topic: Infections Viral Infections Topic: Hepatology Clinical Outcome Topic: Gastroenterology Health Abdominal Surgery Infections / Pathogens Health Outcomes Care/Nursing Efficacy/Effectiveness General Hepatitis B Topic: Infections",1300152178112,1300152178112,0.96
1277,1277,58e25ba89a50490100717e75,"Harry L. A. Janssen canada Topic: Infections,Topic: Hepatology,Care/Nursing,Abdominal Surgery,Topic: Gastroenterology,Viral Infections,Infections / Pathogens,Hepatitis B Topic: Infections,Topic: Hepatology,Care/Nursing,Abdominal Surgery,Topic: Gastroenterology,Viral Infections,Infections / Pathogens,Hepatitis B Topic: Infections Topic: Hepatology Care/Nursing Abdominal Surgery Topic: Gastroenterology Viral Infections Infections / Pathogens Hepatitis B",1300152178112,1300152178112,0.96
1278,1278,58e25c239a50490100717eb5,"Harry L. A. Janssen canada Topic: Gastroenterology,Care/Nursing,Hepatitis B,Infections / Pathogens,Topic: Infections,Topic: Hepatology,Abdominal Surgery,Viral Infections Topic: Gastroenterology,Care/Nursing,Hepatitis B,Infections / Pathogens,Topic: Infections,Topic: Hepatology,Abdominal Surgery,Viral Infections Topic: Gastroenterology Care/Nursing Hepatitis B Infections / Pathogens Topic: Infections Topic: Hepatology Abdominal Surgery Viral Infections",1300152178112,1300152178112,0.96
1279,1279,58e26f85400f4b0001dc3dc0,"Matthew  Hutter cambridge, ma Cancer Treatment/Therapy General,Management,Abdominal Surgery,Animal+Bio+Chemical+nonClinical,Topic: Gastroenterology,non cancer,Gastroenterology general Cancer Treatment/Therapy General,Management,Abdominal Surgery,Animal+Bio+Chemical+nonClinical,Topic: Gastroenterology,non cancer,Gastroenterology general Cancer Treatment/Therapy General Management Abdominal Surgery Animal+Bio+Chemical+nonClinical Topic: Gastroenterology non cancer Gastroenterology general",10011113,10011113,0.0
1280,1280,58e274e7e33f860001082af9,"Matthew  Hutter cambridge, ma Bariatric Surgery,Health,Obesity General,Endocrine Surgery,Bariatric Surgery General,Cancer Treatment/Therapy General,Topic: Surgery,Overweight,Surgery,Obesity,Surgery General,Obesity - Clinical,Topic: Endocrinology,Topic: Metabolic,Abdominal Surgery Bariatric Surgery,Health,Obesity General,Endocrine Surgery,Bariatric Surgery General,Cancer Treatment/Therapy General,Topic: Surgery,Overweight,Surgery,Obesity,Surgery General,Obesity - Clinical,Topic: Endocrinology,Topic: Metabolic,Abdominal Surgery Bariatric Surgery Health Obesity General Endocrine Surgery Bariatric Surgery General Cancer Treatment/Therapy General Topic: Surgery Overweight Surgery Obesity Surgery General Obesity - Clinical Topic: Endocrinology Topic: Metabolic Abdominal Surgery",10011113,10011113,0.0
1281,1281,58e317e2a3eb380001f43ad8,"Matthew  Hutter  Obesity General,Overweight,Topic: Endocrinology,Topic: Metabolic,Research,Obesity Obesity General,Overweight,Topic: Endocrinology,Topic: Metabolic,Research,Obesity Obesity General Overweight Topic: Endocrinology Topic: Metabolic Research Obesity",10011113,10011113,0.0
1282,1282,58e31826a3eb380001f43b08,Matthew  Hutter    ,10011113,10011113,0.0
1283,1283,58e31874a3eb380001f43b6c,"Matthew  Hutter  Health Economics / Outcomes / Real World,Efficacy/Effectiveness General,Topic: Economics,Real World Data,Health Economics & Outcomes Research General,Health Outcomes,Research Health Economics / Outcomes / Real World,Efficacy/Effectiveness General,Topic: Economics,Real World Data,Health Economics & Outcomes Research General,Health Outcomes,Research Health Economics / Outcomes / Real World Efficacy/Effectiveness General Topic: Economics Real World Data Health Economics & Outcomes Research General Health Outcomes Research",10011113,10011113,0.0
1284,1284,58e32e1bc886d900010fc3a0,"Matthew  Hutter  Topic: Metabolic,Surgery General,Topic: Surgery,Endocrine Surgery,Bariatric Surgery General,Obesity,Toxicology,Surgery,Obesity - Clinical,Overweight,Topic: Endocrinology,Obesity General,Safety,Health,Abdominal Surgery,Bariatric Surgery Topic: Metabolic,Surgery General,Topic: Surgery,Endocrine Surgery,Bariatric Surgery General,Obesity,Toxicology,Surgery,Obesity - Clinical,Overweight,Topic: Endocrinology,Obesity General,Safety,Health,Abdominal Surgery,Bariatric Surgery Topic: Metabolic Surgery General Topic: Surgery Endocrine Surgery Bariatric Surgery General Obesity Toxicology Surgery Obesity - Clinical Overweight Topic: Endocrinology Obesity General Safety Health Abdominal Surgery Bariatric Surgery",10011113,10011113,0.0
1285,1285,58e33584a3eb380001f44aec,"Sandy  Srinivas  Genitourinary Cancers [All],Topic: Urology,Solid Tumors plus Hemato-Onc [All],Oncology General,Kidney Cancer [All],Topic: Solid Tumors Genitourinary Cancers [All],Topic: Urology,Solid Tumors plus Hemato-Onc [All],Oncology General,Kidney Cancer [All],Topic: Solid Tumors Genitourinary Cancers [All] Topic: Urology Solid Tumors plus Hemato-Onc [All] Oncology General Kidney Cancer [All] Topic: Solid Tumors",10005340,10005340,0.0
1286,1286,58e361189f824a000116dab4,"Matthew  Hutter  Surgery General,Overweight,Abdominal Surgery,Toxicology,Endocrine Surgery,Bariatric Surgery,Obesity - Clinical,Surgery,Topic: Endocrinology,Bariatric Surgery General,Obesity,Topic: Surgery,Topic: Metabolic,Obesity General,Safety Surgery General,Overweight,Abdominal Surgery,Toxicology,Endocrine Surgery,Bariatric Surgery,Obesity - Clinical,Surgery,Topic: Endocrinology,Bariatric Surgery General,Obesity,Topic: Surgery,Topic: Metabolic,Obesity General,Safety Surgery General Overweight Abdominal Surgery Toxicology Endocrine Surgery Bariatric Surgery Obesity - Clinical Surgery Topic: Endocrinology Bariatric Surgery General Obesity Topic: Surgery Topic: Metabolic Obesity General Safety",10011113,10011113,0.0
1287,1287,58e36adde25de80001f12b75,"   国立病院九州がんセンター呼吸器科部 Oncology General,Topic: Surgery,Lung Cancer [All],Thoracic Cancers,Chemoradiotherapy,Surgery,NSCLC - Advanced Stage,Lung Cancer - Metastatic/Advanced Stage,Non-Small Cell Lung Cancer (NSCLC),Therapy plain only,Cancer Surgery,Locally advanced,Lung Cancer,Non-Small Cell Lung Cancer (NSCLC) [All],Cancer Therapy,NSCLC - Metastatic/Advanced Stage,Thoracic Cancers [All],Topic: Solid Tumors,Pre-Operative,Therapy General,Lung Cancer - Advanced Stage,Solid Tumors plus Hemato-Onc [All],Topic: Respiratory,Surgery General Oncology General,Topic: Surgery,Lung Cancer [All],Thoracic Cancers,Chemoradiotherapy,Surgery,NSCLC - Advanced Stage,Lung Cancer - Metastatic/Advanced Stage,Non-Small Cell Lung Cancer (NSCLC),Therapy plain only,Cancer Surgery,Locally advanced,Lung Cancer,Non-Small Cell Lung Cancer (NSCLC) [All],Cancer Therapy,NSCLC - Metastatic/Advanced Stage,Thoracic Cancers [All],Topic: Solid Tumors,Pre-Operative,Therapy General,Lung Cancer - Advanced Stage,Solid Tumors plus Hemato-Onc [All],Topic: Respiratory,Surgery General Oncology General Topic: Surgery Lung Cancer [All] Thoracic Cancers Chemoradiotherapy Surgery NSCLC - Advanced Stage Lung Cancer - Metastatic/Advanced Stage Non-Small Cell Lung Cancer (NSCLC) Therapy plain only Cancer Surgery Locally advanced Lung Cancer Non-Small Cell Lung Cancer (NSCLC) [All] Cancer Therapy NSCLC - Metastatic/Advanced Stage Thoracic Cancers [All] Topic: Solid Tumors Pre-Operative Therapy General Lung Cancer - Advanced Stage Solid Tumors plus Hemato-Onc [All] Topic: Respiratory Surgery General",JP_PUB_113,JP_PUB_113,0.0
1288,1288,58e3ce221c7cc90001257b08,"S.  Heijkoop erasmus mc cancer institute Cervical Cancer [All],Cervical Cancer - Advanced Stage,Gynecological Cancers [All],Cervical Cancer - Metastatic/Advanced Stage,Solid Tumors plus Hemato-Onc [All],Topic: Solid Tumors,Topic: Gynecology & Obstetrics,Gynecological Cancers - Metastatic/Advanced Stage,Locally advanced,Oncology General,Management Cervical Cancer [All],Cervical Cancer - Advanced Stage,Gynecological Cancers [All],Cervical Cancer - Metastatic/Advanced Stage,Solid Tumors plus Hemato-Onc [All],Topic: Solid Tumors,Topic: Gynecology & Obstetrics,Gynecological Cancers - Metastatic/Advanced Stage,Locally advanced,Oncology General,Management Cervical Cancer [All] Cervical Cancer - Advanced Stage Gynecological Cancers [All] Cervical Cancer - Metastatic/Advanced Stage Solid Tumors plus Hemato-Onc [All] Topic: Solid Tumors Topic: Gynecology & Obstetrics Gynecological Cancers - Metastatic/Advanced Stage Locally advanced Oncology General Management",1300152139112,1300152139112,0.0
1289,1289,58e43009516806000179ada7,"Abhinav  Sidana bethesda, md, usa Therapy General,Topic: Solid Tumors,Health,Metastases / Metastatic Cancers,Topic: Urology,Patients,Genitourinary Cancers [All],Kidney Cancer [All],Drugs_General,Oncology General,Solid Tumors plus Hemato-Onc [All],Renal Cell Carcinoma (RCC) [All],Therapy plain only,Metastases General Therapy General,Topic: Solid Tumors,Health,Metastases / Metastatic Cancers,Topic: Urology,Patients,Genitourinary Cancers [All],Kidney Cancer [All],Drugs_General,Oncology General,Solid Tumors plus Hemato-Onc [All],Renal Cell Carcinoma (RCC) [All],Therapy plain only,Metastases General Therapy General Topic: Solid Tumors Health Metastases / Metastatic Cancers Topic: Urology Patients Genitourinary Cancers [All] Kidney Cancer [All] Drugs_General Oncology General Solid Tumors plus Hemato-Onc [All] Renal Cell Carcinoma (RCC) [All] Therapy plain only Metastases General",1300152137112,1300152137112,0.0
1290,1290,58e478b73d247400015d00c1,"Harry  Janssen university of toronto Topic: Gastroenterology,Topic: Hepatology,Management,Viral Infections,Topic: Infections,Hepatitis B,Abdominal Surgery,Hepatology General,Infections / Pathogens Topic: Gastroenterology,Topic: Hepatology,Management,Viral Infections,Topic: Infections,Hepatitis B,Abdominal Surgery,Hepatology General,Infections / Pathogens Topic: Gastroenterology Topic: Hepatology Management Viral Infections Topic: Infections Hepatitis B Abdominal Surgery Hepatology General Infections / Pathogens",1300152178112,1300152178112,0.96
1291,1291,58e510d9b1d494000185247b,"Peter G Cordeiro memorial sloan kettering cancer center Breast Cancer,Physics,AdjuvantTreatment,Cancer Therapy,Topic: Solid Tumors,Plastic, Reconstructive & Aesthetic Surgery,Radiotherapy General,Breast Cancer [All],Surgery General,Surgery,Topic: Surgery,Therapy General,Therapy plain only,Breast Cancer - Adjuvant Therapy,Topic: Gynecology & Obstetrics,Plastic / Reconstructive Surgery General,Adjuvant,Solid Tumors plus Hemato-Onc [All],Adjuvant Cancer Therapy,Cancer Radiotherapy Breast Cancer,Physics,AdjuvantTreatment,Cancer Therapy,Topic: Solid Tumors,Plastic, Reconstructive & Aesthetic Surgery,Radiotherapy General,Breast Cancer [All],Surgery General,Surgery,Topic: Surgery,Therapy General,Therapy plain only,Breast Cancer - Adjuvant Therapy,Topic: Gynecology & Obstetrics,Plastic / Reconstructive Surgery General,Adjuvant,Solid Tumors plus Hemato-Onc [All],Adjuvant Cancer Therapy,Cancer Radiotherapy Breast Cancer Physics AdjuvantTreatment Cancer Therapy Topic: Solid Tumors Plastic, Reconstructive & Aesthetic Surgery Radiotherapy General Breast Cancer [All] Surgery General Surgery Topic: Surgery Therapy General Therapy plain only Breast Cancer - Adjuvant Therapy Topic: Gynecology & Obstetrics Plastic / Reconstructive Surgery General Adjuvant Solid Tumors plus Hemato-Onc [All] Adjuvant Cancer Therapy Cancer Radiotherapy",1300152106113,1300152106113,0.0
1292,1292,58e5c6187710ab0001a8b2b6,"   国立病院九州がんセンター呼吸器腫瘍科 Thoracic Cancers [All],Lung Cancer [All],Tumor Microenvironment,Tumor Immunology,Oncology Biomarkers,Topic: Pathology,Solid Tumors plus Hemato-Onc [All],Lung Cancer,Immune Checkpoints General,Molecular Targets in Oncology,Receptor/Pathway,Immune Checkpoints,Oncology - PD-L1,PD-L1,PD-1/PD-L1,Lung Cancer - PD-1/PD-L1 (incl. Drugs),Oncology General,Oncology - Checkpoints,Oncology - PD-1/PD-L1 Diagnosis/Biomarker,Laboratory/Pathology Immunology,Lung Cancer - Biomarkers,Oncology - PD(L)-1 (incl. drugs),Lung Cancer - Immunology,Topic: Respiratory,Biomarkergeneral,Tumor Biomarkers General,Topic: Solid Tumors,Thoracic Cancers,PD-1 / PD-L1- Receptor/Pathway,Tumor Microenvironment General,Tumor Immunology Biomarkers Thoracic Cancers [All],Lung Cancer [All],Tumor Microenvironment,Tumor Immunology,Oncology Biomarkers,Topic: Pathology,Solid Tumors plus Hemato-Onc [All],Lung Cancer,Immune Checkpoints General,Molecular Targets in Oncology,Receptor/Pathway,Immune Checkpoints,Oncology - PD-L1,PD-L1,PD-1/PD-L1,Lung Cancer - PD-1/PD-L1 (incl. Drugs),Oncology General,Oncology - Checkpoints,Oncology - PD-1/PD-L1 Diagnosis/Biomarker,Laboratory/Pathology Immunology,Lung Cancer - Biomarkers,Oncology - PD(L)-1 (incl. drugs),Lung Cancer - Immunology,Topic: Respiratory,Biomarkergeneral,Tumor Biomarkers General,Topic: Solid Tumors,Thoracic Cancers,PD-1 / PD-L1- Receptor/Pathway,Tumor Microenvironment General,Tumor Immunology Biomarkers Thoracic Cancers [All] Lung Cancer [All] Tumor Microenvironment Tumor Immunology Oncology Biomarkers Topic: Pathology Solid Tumors plus Hemato-Onc [All] Lung Cancer Immune Checkpoints General Molecular Targets in Oncology Receptor/Pathway Immune Checkpoints Oncology - PD-L1 PD-L1 PD-1/PD-L1 Lung Cancer - PD-1/PD-L1 (incl. Drugs) Oncology General Oncology - Checkpoints Oncology - PD-1/PD-L1 Diagnosis/Biomarker Laboratory/Pathology Immunology Lung Cancer - Biomarkers Oncology - PD(L)-1 (incl. drugs) Lung Cancer - Immunology Topic: Respiratory Biomarkergeneral Tumor Biomarkers General Topic: Solid Tumors Thoracic Cancers PD-1 / PD-L1- Receptor/Pathway Tumor Microenvironment General Tumor Immunology Biomarkers",JP_PUB_112,JP_PUB_112,0.0
1293,1293,58e65253c481220001b72ea1,"Giovanni  Codacci Pisanelli uoc oncologia università “la sapienza”, polo pontino Solid Tumors plus Hemato-Onc [All],Andrology,Oncology General,Topic: Solid Tumors,NeuroEndocrine Tumors General,Urology General,Prostate Cancer [All],Topic: Urology,Genitourinary Cancers [All],Endocrine/Neuroendocrine Tumors [All] Solid Tumors plus Hemato-Onc [All],Andrology,Oncology General,Topic: Solid Tumors,NeuroEndocrine Tumors General,Urology General,Prostate Cancer [All],Topic: Urology,Genitourinary Cancers [All],Endocrine/Neuroendocrine Tumors [All] Solid Tumors plus Hemato-Onc [All] Andrology Oncology General Topic: Solid Tumors NeuroEndocrine Tumors General Urology General Prostate Cancer [All] Topic: Urology Genitourinary Cancers [All] Endocrine/Neuroendocrine Tumors [All]",1300152113112,1300152113112,0.0
1294,1294,58e653566a92260001bc6a2a,"Santiago E. Rossi centro de diagnóstico rossi - argentina Cardiothoracic Radiology,Imaging,Cancer Screening,Topic: Respiratory,Cancer Imaging,Oncology General,Lung Cancer [All],Solid Tumors plus Hemato-Onc [All],Imaging General,Topic: Radiology,Thoracic Cancers [All] Cardiothoracic Radiology,Imaging,Cancer Screening,Topic: Respiratory,Cancer Imaging,Oncology General,Lung Cancer [All],Solid Tumors plus Hemato-Onc [All],Imaging General,Topic: Radiology,Thoracic Cancers [All] Cardiothoracic Radiology Imaging Cancer Screening Topic: Respiratory Cancer Imaging Oncology General Lung Cancer [All] Solid Tumors plus Hemato-Onc [All] Imaging General Topic: Radiology Thoracic Cancers [All]",1300152132113,1300152132113,0.0
1295,1295,58e6542cc481220001b72f89,"Carole  Dennie ottawa hospital Cardiothoracic Radiology,Imaging General,Pulmonary Hypertension,Cardio-Pulmonary Complications,Topic: Radiology,Imaging,High Blood Pressure General,Topic: Cardiovascular  Cardiothoracic Radiology,Imaging General,Pulmonary Hypertension,Cardio-Pulmonary Complications,Topic: Radiology,Imaging,High Blood Pressure General,Topic: Cardiovascular  Cardiothoracic Radiology Imaging General Pulmonary Hypertension Cardio-Pulmonary Complications Topic: Radiology Imaging High Blood Pressure General Topic: Cardiovascular ",1300152167113,1300152167113,0.0
1296,1296,58e65dcc917c930001a84f13,"Harry  Janssen  Abdominal Surgery,Gastroenterology general,Topic: Hepatology,Cancer Treatment/Therapy General,Hepatitis B - Drugs,Therapy plain only,Inflammatory Bowel Diseases (IBD),Topic: Gastroenterology,Topic: Infections,Therapy General,HepB Drugs,Topic: Immunology,Infections / Pathogens,Hepatitis B,Viral Infections Abdominal Surgery,Gastroenterology general,Topic: Hepatology,Cancer Treatment/Therapy General,Hepatitis B - Drugs,Therapy plain only,Inflammatory Bowel Diseases (IBD),Topic: Gastroenterology,Topic: Infections,Therapy General,HepB Drugs,Topic: Immunology,Infections / Pathogens,Hepatitis B,Viral Infections Abdominal Surgery Gastroenterology general Topic: Hepatology Cancer Treatment/Therapy General Hepatitis B - Drugs Therapy plain only Inflammatory Bowel Diseases (IBD) Topic: Gastroenterology Topic: Infections Therapy General HepB Drugs Topic: Immunology Infections / Pathogens Hepatitis B Viral Infections",1300152178112,1300152178112,0.96
1297,1297,58e68c46917c930001a85c87,"Matthew M. Hutter harvard medical school Efficacy/Effectiveness General,Health Outcomes Efficacy/Effectiveness General,Health Outcomes Efficacy/Effectiveness General Health Outcomes",10011113,10011113,0.0
1298,1298,58e68cfd917c930001a85cfb,Matthew M. Hutter harvard medical school   ,10011113,10011113,0.0
1299,1299,58e68e2b6a92260001bc7b0e,"Harry  Janssen  Hepatology General,Infections / Pathogens,Health,Topic: Gastroenterology,Hepatitis B - Drugs,Liver Cirrhosis / Advanced Liver Disease,Abdominal Surgery,Gastroenterology general,Hepatitis B,Viral Infections,Topic: Infections,Patients,Therapy plain only,Topic: Hepatology,HepB Drugs,Therapy General Hepatology General,Infections / Pathogens,Health,Topic: Gastroenterology,Hepatitis B - Drugs,Liver Cirrhosis / Advanced Liver Disease,Abdominal Surgery,Gastroenterology general,Hepatitis B,Viral Infections,Topic: Infections,Patients,Therapy plain only,Topic: Hepatology,HepB Drugs,Therapy General Hepatology General Infections / Pathogens Health Topic: Gastroenterology Hepatitis B - Drugs Liver Cirrhosis / Advanced Liver Disease Abdominal Surgery Gastroenterology general Hepatitis B Viral Infections Topic: Infections Patients Therapy plain only Topic: Hepatology HepB Drugs Therapy General",1300152178112,1300152178112,0.96
1300,1300,58e68f31c5ca4400016fbca5,"Ved R. Tandan ontario medical association Health,Surgery,Topic: Surgery,Surgery General Health,Surgery,Topic: Surgery,Surgery General Health Surgery Topic: Surgery Surgery General",1300152117112,1300152117112,0.0
1301,1301,58e69170c5ca4400016fbe2d,"Matthew M. Hutter harvard medical school Surgery General,Topic: Surgery,Surgery Surgery General,Topic: Surgery,Surgery Surgery General Topic: Surgery Surgery",10011113,10011113,0.0
1302,1302,58e9c828ec4fd900014df48d,"Jerry S. Wolinsky university of texas health science center at houston Nervous System Diseases,Asthma Control,Patients,Topic: Neurology,Primary Progressive Multiple Sclerosis (PPMS),CNS Demyelinating Autoimmune Diseases,Health,Multiple Sclerosis (MS),Central Nervous System Diseases Nervous System Diseases,Asthma Control,Patients,Topic: Neurology,Primary Progressive Multiple Sclerosis (PPMS),CNS Demyelinating Autoimmune Diseases,Health,Multiple Sclerosis (MS),Central Nervous System Diseases Nervous System Diseases Asthma Control Patients Topic: Neurology Primary Progressive Multiple Sclerosis (PPMS) CNS Demyelinating Autoimmune Diseases Health Multiple Sclerosis (MS) Central Nervous System Diseases",1300152179112,1300152179112,0.0
1303,1303,58e9e01109dff6000170b3d1,"Jerry  Wolinsky university of texas health science center at houston Blood,Brain Atrophy Blood,Brain Atrophy Blood Brain Atrophy",1300152179112,1300152179112,0.0
1304,1304,58ea6b13ca46090001421245,Peter G. Cordeiro usa   ,1300152106113,1300152106113,0.0
1305,1305,58ea6ddbca460900014213b9,Peter G. Cordeiro usa   ,1300152106113,1300152106113,0.0
1306,1306,58ea71d6ca46090001421659,Peter  Cordeiro usa   ,1300152106113,1300152106113,0.0
1307,1307,58ea8b55fc634f000188fc00,"Robert  Gross univ of pennsylvania, philadelphia, pa, usa Toxicology,HIV Drugs,Therapy General,Efficacy/Effectiveness General,Safety,BenefitsandLimitations,Therapy plain only Toxicology,HIV Drugs,Therapy General,Efficacy/Effectiveness General,Safety,BenefitsandLimitations,Therapy plain only Toxicology HIV Drugs Therapy General Efficacy/Effectiveness General Safety BenefitsandLimitations Therapy plain only",1300152177462,1300152177462,0.0
1308,1308,58eb3cd64ada7b0001cb3075,"Sampath Chandra Prasad Rao italy Surgery,Cancer Therapy,Solid Tumors plus Hemato-Onc [All],Topic: Surgery,Oncology General,Surgery General,Cancer Surgery Surgery,Cancer Therapy,Solid Tumors plus Hemato-Onc [All],Topic: Surgery,Oncology General,Surgery General,Cancer Surgery Surgery Cancer Therapy Solid Tumors plus Hemato-Onc [All] Topic: Surgery Oncology General Surgery General Cancer Surgery",1300152124112,1300152124112,0.0
1309,1309,58eb3de44ada7b0001cb3111,"Sampath Chandra Prasad Rao italy Diagnosis,Management,Receptor/Pathway Diagnosis,Management,Receptor/Pathway Diagnosis Management Receptor/Pathway",1300152124112,1300152124112,0.0
1310,1310,58eb594c1c32a7000100b34e,Paul  Arnold  Cancer Treatment/Therapy General Cancer Treatment/Therapy General Cancer Treatment/Therapy General,85631550001,85631550001,0.0
1311,1311,58eba2697ca9650001fe363d,"Sandhya  Srinivas stanford university school of medicine stanford, california Health,Urologic Cancers General,Topic: Urology,Cancer Treatment/Therapy General,Genitourinary Cancers,Oncology General,Genitourinary Cancers [All],Solid Tumors plus Hemato-Onc [All],Cancer Therapy,Urology General,Topic: Solid Tumors Health,Urologic Cancers General,Topic: Urology,Cancer Treatment/Therapy General,Genitourinary Cancers,Oncology General,Genitourinary Cancers [All],Solid Tumors plus Hemato-Onc [All],Cancer Therapy,Urology General,Topic: Solid Tumors Health Urologic Cancers General Topic: Urology Cancer Treatment/Therapy General Genitourinary Cancers Oncology General Genitourinary Cancers [All] Solid Tumors plus Hemato-Onc [All] Cancer Therapy Urology General Topic: Solid Tumors",10005340,10005340,0.0
